date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO,气压,海平面气压,温度,相对湿度,降水量,最大风速
2021/12/18,22,53,31,55,5,34,34,0.54,975.6,1032.6,7.8,70,0,1.1
2021/12/18,23,52,32,54,5,39,27,0.56,975.8,1032.8,7.4,73,0,1.1
2021/12/19,0,52,32,53,5,41,21,0.58,975.6,1032.5,6.7,90,0,1.7
2021/12/19,1,53,33,55,5,42,19,0.58,975.4,1032.3,6.4,98,0,1.7
2021/12/19,2,53,33,55,5,44,14,0.58,974.8,1031.6,6.2,100,0,1.3
2021/12/19,3,52,35,54,5,43,13,0.58,974.4,1031.2,6.1,100,0,1.3
2021/12/19,4,52,35,54,5,41,13,0.56,973.8,1030.6,5.9,100,0,1.4
2021/12/19,5,52,35,53,5,41,13,0.55,973.3,1030.1,5.8,100,0,1.3
2021/12/19,6,52,35,54,5,41,12,0.56,972.7,1029.5,6,100,0,1.3
2021/12/19,7,53,36,56,5,42,10,0.58,972.5,1029.3,6,100,0,1
2021/12/19,8,53,36,56,5,42,9,0.61,972.4,1029.3,5.8,100,0,1.1
2021/12/19,9,54,37,57,5,43,7,0.67,972.6,1029.5,6,100,0,1.1
2021/12/19,10,55,39,58,5,43,6,0.68,972.8,1029.7,7.3,84,0,0.9
2021/12/19,11,58,41,61,6,42,9,0.72,972.5,1029.3,8.6,74,0,1.2
2021/12/19,12,61,44,65,6,42,14,0.72,971.5,1028.2,9.7,64,0,1.8
2021/12/19,13,61,44,66,6,43,20,0.71,969.7,1026.2,10.4,59,0,1.5
2021/12/19,14,59,42,63,5,42,24,0.65,968.2,1024.6,10.5,57,0,1.4
2021/12/19,15,58,41,61,5,39,30,0.6,967.1,1023.5,10.2,51,0,1.3
2021/12/19,16,56,40,60,5,36,37,0.58,966.9,1023.3,10.2,55,0,1.2
2021/12/19,17,56,40,61,5,33,39,0.56,966.9,1023.4,9.7,63,0,1.5
2021/12/19,18,58,41,63,5,31,40,0.57,967.2,1023.7,9.3,67,0,1.5
2021/12/19,19,59,42,64,5,33,37,0.58,968.1,1024.7,9,72,0,1.3
2021/12/19,20,61,44,65,5,32,36,0.58,969,1025.7,8.7,77,0,1
2021/12/19,21,61,44,65,5,31,32,0.61,969.7,1026.4,8.5,88,0,1.3
2021/12/19,22,63,45,65,5,32,29,0.6,970.3,1027,8.2,86,0,1.5
2021/12/19,23,66,48,67,5,33,25,0.62,971,1027.6,8.1,82,0,1.5
2021/12/20,0,69,50,69,5,35,21,0.64,971.4,1027.9,8,82,0,2
2021/12/20,1,71,52,72,5,38,16,0.63,971.2,1027.6,7.9,83,0,1.6
2021/12/20,2,71,52,71,5,34,17,0.62,970.6,1027.1,7.4,88,0,1.2
2021/12/20,3,71,52,70,5,34,16,0.62,970.2,1026.7,7.3,92,0,1.5
2021/12/20,4,70,51,69,5,36,10,0.62,969.9,1026.4,6.8,96,0,1.9
2021/12/20,5,73,53,71,5,37,7,0.65,969.4,1026.1,4.7,100,0,1.7
2021/12/20,6,70,51,70,5,37,6,0.7,969.1,1026,3.7,100,0,1.3
2021/12/20,7,71,52,71,5,37,6,0.68,969.4,1026.4,3,100,0,1.3
2021/12/20,8,73,53,74,5,34,6,0.73,969.8,1026.9,2.4,100,0,1.2
2021/12/20,9,75,55,76,5,35,5,0.85,970.4,1027.5,2.8,100,0,1.4
2021/12/20,10,79,58,83,6,35,3,1.05,970.8,1027.6,6.3,100,0,1.5
2021/12/20,11,86,64,91,6,39,5,1,970.5,1027,9.2,79,0,1.9
2021/12/20,12,95,71,96,7,40,17,0.88,969.5,1025.8,10.8,70,0,2
2021/12/20,13,108,81,108,7,42,34,0.83,968,1024.1,11.7,64,0,1.7
2021/12/20,14,110,83,110,6,42,51,0.8,966.7,1022.7,13,58,0,2.6
2021/12/20,15,105,79,105,6,38,66,0.75,965.8,1021.6,13.8,46,0,2.2
2021/12/20,16,98,73,97,6,34,75,0.72,965.4,1021.3,13.9,47,0,1.1
2021/12/20,17,89,66,87,6,31,84,0.68,965.4,1021.5,13.6,51,0,0.8
2021/12/20,18,86,64,83,5,31,87,0.66,965.8,1022.2,11.9,59,0,0.9
2021/12/20,19,86,64,86,5,37,75,0.7,966.6,1023.5,8.5,81,0,0.8
2021/12/20,20,93,69,94,5,51,47,0.8,967.5,1024.7,6.7,96,0,0.6
2021/12/20,21,98,73,100,5,64,30,0.94,968.2,1025.5,5.5,100,0,1.3
2021/12/20,22,99,74,100,5,68,23,1.02,968.6,1025.6,5,100,0,1.6
2021/12/20,23,98,73,100,5,70,21,1.06,968.8,1025.6,4,100,0,1.5
2021/12/21,0,103,77,106,6,73,13,1.18,968.8,1025.5,3.5,100,0,0.9
2021/12/21,1,108,81,113,6,70,12,1.18,968.6,1025.3,3.1,100,0,1.4
2021/12/21,2,113,85,119,6,68,11,1.13,968.3,1024.8,2.9,100,0,1.4
2021/12/21,3,114,86,118,6,63,12,1.11,967.9,1024.3,3.3,100,0,1.1
2021/12/21,4,113,85,115,6,58,15,1.1,967.8,1024.2,2.8,100,0,1.1
2021/12/21,5,114,86,115,6,56,13,1.1,967.4,1023.9,1.9,100,0,2.1
2021/12/21,6,115,87,115,6,51,11,1.09,967.3,1024,1.3,100,0,2.4
2021/12/21,7,115,87,114,6,50,10,1.1,967.6,1024.6,2.1,100,0,2.2
2021/12/21,8,118,89,118,7,48,8,1.17,968.5,1025.8,2.3,100,0,1.7
2021/12/21,9,123,93,125,7,50,8,1.28,969.2,1026.6,2.1,100,0,2.5
2021/12/21,10,126,96,132,7,52,4,1.45,969.6,1027,3.7,100,0,2.5
2021/12/21,11,134,102,141,8,58,5,1.42,969.6,1026.7,6.7,100,0,2.4
2021/12/21,12,140,107,144,10,64,16,1.34,968.8,1025.7,9.4,83,0,1.7
2021/12/21,13,138,105,140,10,62,28,1.18,967.2,1023.8,11.7,66,0,1.4
2021/12/21,14,121,92,121,10,49,56,0.92,965.8,1022.2,12.8,60,0,1.4
2021/12/21,15,116,88,115,9,37,78,0.82,964.9,1021.1,13.6,53,0,1.1
2021/12/21,16,113,85,109,9,28,94,0.77,964.6,1020.8,13.9,54,0,1.1
2021/12/21,17,111,84,107,9,26,100,0.81,964.8,1021.2,13.6,55,0,1.4
2021/12/21,18,109,82,106,8,27,101,0.76,965.1,1021.7,11.8,69,0,2.4
2021/12/21,19,109,82,107,8,33,88,0.8,965.8,1022.7,8.6,88,0,2.7
2021/12/21,20,114,86,118,7,56,52,1.01,966.4,1023.5,6.8,100,0,2.2
2021/12/21,21,120,91,122,7,65,36,1.04,966.8,1024.1,5.8,100,0,1.7
2021/12/21,22,121,92,123,6,70,29,1.08,967,1024.2,4.9,100,0,1.5
2021/12/21,23,124,94,126,6,73,22,1.14,967.3,1024.2,4.8,100,0,1.3
2021/12/22,0,120,91,129,6,76,17,1.29,967.2,1023.9,4.1,100,0,1.1
2021/12/22,1,121,92,130,6,77,17,1.32,966.9,1023.4,3.8,100,0,0.8
2021/12/22,2,124,94,125,6,70,18,1.2,966.6,1022.8,5,100,0,1.3
2021/12/22,3,123,93,124,6,65,16,1.12,966.4,1022.5,5.1,100,0,1.3
2021/12/22,4,118,89,118,6,59,20,1.12,966.4,1022.4,5.6,100,0,1.3
2021/12/22,5,109,82,108,7,53,24,1.03,965.9,1021.9,5.8,100,0,1.2
2021/12/22,6,100,75,90,7,50,25,0.92,966,1022.2,6.1,100,0,0.8
2021/12/22,7,104,78,93,7,41,36,0.87,966.5,1023,6.4,100,0,1.5
2021/12/22,8,103,77,92,7,46,30,0.88,967.1,1023.9,6.1,100,0,1.8
2021/12/22,9,114,86,102,7,59,19,1.05,967.9,1024.8,6.4,100,0,1.5
2021/12/22,10,113,85,106,7,65,9,1.14,968.5,1025.4,7.4,100,0,1.3
2021/12/22,11,115,87,111,7,65,12,1.07,968.5,1025.3,8.9,91,0,1.7
2021/12/22,12,109,82,106,7,57,24,0.95,967.8,1024.5,10,72,0,1.6
2021/12/22,13,104,78,100,7,55,34,0.93,966.4,1023,10.5,71,0,2
2021/12/22,14,105,79,100,8,49,48,0.88,965,1021.3,11.2,66,0,2.2
2021/12/22,15,103,77,97,8,44,59,0.82,963.9,1020.1,11.6,67,0,1.4
2021/12/22,16,103,77,98,7,44,61,0.8,963.4,1019.5,11.4,69,0,1.8
2021/12/22,17,106,80,101,7,47,59,0.81,963.2,1019.3,11,70,0,1.6
2021/12/22,18,109,82,105,7,50,54,0.83,963.4,1019.6,10.1,77,0,1.9
2021/12/22,19,111,84,110,7,62,42,0.87,963.7,1020,8.9,90,0,1.9
2021/12/22,20,118,89,118,7,65,30,0.89,963.8,1020.2,8.1,99,0,2
2021/12/22,21,128,97,128,7,64,26,0.93,963.9,1020.3,8.5,98,0,1.3
2021/12/22,22,141,108,141,7,73,11,0.97,963.8,1020,8.6,94,0,1.1
2021/12/22,23,150,115,149,7,72,7,1.03,963.4,1019.5,8.6,96,0,1
2021/12/23,0,153,117,151,7,72,5,1.05,962.9,1018.9,8.4,100,0,1.2
2021/12/23,1,156,119,153,7,66,6,0.98,962,1017.9,8.2,100,0,0.9
2021/12/23,2,154,118,152,7,63,5,0.98,961.6,1017.4,8.3,100,0,1.1
2021/12/23,3,157,120,154,7,60,5,0.92,961.3,1017,8.2,100,0,0.7
2021/12/23,4,157,120,154,7,58,6,0.93,961.3,1017,8.3,100,0,1.2
2021/12/23,5,159,121,153,7,57,4,0.92,960.6,1016.3,8.3,100,0,1.1
2021/12/23,6,156,119,150,6,54,6,0.91,960.6,1016.4,8.3,100,0,1.1
2021/12/23,7,159,121,152,6,53,6,0.96,960.8,1016.8,8.1,100,0,0.6
2021/12/23,8,160,122,154,6,55,2,0.98,961.4,1017.5,8.1,100,0,0.8
2021/12/23,9,154,118,150,6,54,5,1.02,962,1018.1,8.1,100,0,1
2021/12/23,10,150,115,146,6,52,5,0.96,962.6,1018.7,8.3,100,0,1.3
2021/12/23,11,151,116,150,6,50,9,0.98,963.5,1019.6,8.4,100,0,1.7
2021/12/23,12,156,119,156,6,50,9,0.95,963,1019.1,8.5,100,0,1.8
2021/12/23,13,157,120,157,6,49,16,0.95,962.1,1018.1,8.8,100,0,2
2021/12/23,14,157,120,157,6,50,25,0.96,961.5,1017.4,9.6,99,0,1.4
2021/12/23,15,156,119,148,6,44,38,0.92,960.9,1016.7,10.6,89,0,2.1
2021/12/23,16,148,113,140,6,40,50,0.85,961,1016.8,11,83,0,1.9
2021/12/23,17,143,109,133,6,40,54,0.83,961.2,1017,10.8,88,0,1.3
2021/12/23,18,141,108,133,5,44,47,0.85,961.9,1017.8,10.2,88,0,1
2021/12/23,19,141,108,136,6,53,37,0.92,962.7,1018.8,8.4,100,0,1.2
2021/12/23,20,150,115,148,5,65,17,1.02,963.7,1020.1,6.7,100,0,1.2
2021/12/23,21,157,120,154,5,67,11,1.08,964.7,1021.2,5.6,100,0,1.7
2021/12/23,22,159,121,157,5,64,10,1.13,965.2,1021.8,5.5,100,0,1.8
2021/12/23,23,153,117,156,5,62,7,1.12,965.6,1022.1,5.9,100,0,1.8
2021/12/24,0,159,121,157,6,60,7,1.12,965.6,1022.1,6.3,100,0,1.1
2021/12/24,1,160,122,157,5,55,9,1.12,965.3,1021.7,7,100,0,1.1
2021/12/24,2,161,123,156,5,52,10,1.1,965.3,1021.6,7.2,100,0,1
2021/12/24,3,163,124,154,5,47,11,1.08,965.4,1021.6,7.1,100,0,1
2021/12/24,4,161,123,151,5,44,9,1.05,964.7,1020.8,6.9,100,0,0.7
2021/12/24,5,159,121,148,5,43,7,1.05,964.7,1020.8,6.8,100,0,0.7
2021/12/24,6,153,117,142,5,39,8,1.02,965,1021.2,6.6,100,0,0.7
2021/12/24,7,149,114,137,5,37,7,1.08,965.4,1021.9,6.3,100,0,1.3
2021/12/24,8,146,112,134,5,39,6,1.17,966.2,1023,5.6,100,0,0.8
2021/12/24,9,138,105,130,5,39,3,1.25,966.8,1023.8,4.7,100,0,1.8
2021/12/24,10,133,101,129,5,38,4,1.43,967.3,1024,7.9,100,0,2.4
2021/12/24,11,136,104,134,6,44,4,1.46,967.7,1024.2,10,96,0,2.4
2021/12/24,12,139,106,131,6,53,12,1.34,967.1,1023.3,12.3,75,0,2.7
2021/12/24,13,111,84,104,6,48,33,1.02,966.1,1022,13.6,63,0,3
2021/12/24,14,98,73,89,6,42,50,0.87,965.2,1020.9,14.7,54,0,2.7
2021/12/24,15,84,62,77,5,34,64,0.78,964.7,1020.3,15.4,48,0,2.1
2021/12/24,16,80,59,74,5,32,73,0.72,964.4,1020,15.6,47,0,1.5
2021/12/24,17,81,60,74,5,32,76,0.7,964.7,1020.5,14.5,46,0,0.8
2021/12/24,18,80,59,74,5,34,75,0.71,965.2,1021.2,12.7,58,0,0.7
2021/12/24,19,76,56,72,5,39,66,0.72,966.2,1022.6,9.9,76,0,0.9
2021/12/24,20,76,56,75,5,53,44,0.83,966.8,1023.5,8,96,0,0.6
2021/12/24,21,83,61,80,5,61,29,0.92,967.4,1024.3,6.8,100,0,0.7
2021/12/24,22,83,61,82,5,65,21,1,967.6,1024.3,6,100,0,0.7
2021/12/24,23,86,64,86,5,73,15,1.14,968.1,1024.6,5.9,100,0,0.8
2021/12/25,0,89,66,89,5,75,11,1.12,968.2,1024.5,5.3,100,0,0.7
2021/12/25,1,96,72,97,5,70,14,1.12,967.9,1024.1,5.3,100,0,1.1
2021/12/25,2,99,74,100,6,62,19,0.98,967.9,1023.9,6,100,0,0.9
2021/12/25,3,105,79,103,6,59,19,0.95,967.7,1023.6,6.6,100,0,0.7
2021/12/25,4,110,83,105,6,55,21,0.93,967.9,1023.7,7,100,0,0.8
2021/12/25,5,115,87,110,6,49,19,0.89,968,1023.9,7.1,100,0,1.1
2021/12/25,6,116,88,110,5,47,16,0.86,968.1,1024.2,7.4,100,0,1.3
2021/12/25,7,119,90,111,6,50,15,0.88,968.4,1024.8,7.5,100,0,0.7
2021/12/25,8,123,93,114,6,54,12,0.93,968.8,1025.4,7.9,100,0,0.9
2021/12/25,9,130,99,121,6,58,5,0.96,969.4,1026.1,8,100,0,0.5
2021/12/25,10,136,104,128,6,57,6,1,970.2,1027,8.2,100,0,0.8
2021/12/25,11,138,105,132,6,54,6,1.05,970.6,1027.3,9.2,100,0,1.7
2021/12/25,12,133,101,129,6,54,4,1.03,970,1026.7,9.4,100,0,2
2021/12/25,13,125,95,122,6,52,6,1,969.1,1025.8,9.4,97,0,3
2021/12/25,14,119,90,116,6,49,9,0.97,968.2,1024.8,9.4,99,0,3
2021/12/25,15,115,87,110,6,48,10,0.95,967.8,1024.3,9.4,98,0,1.7
2021/12/25,16,106,80,103,6,45,14,0.89,968.2,1024.7,9.5,94,0,0.8
2021/12/25,17,100,75,96,5,42,15,0.85,969,1025.5,9.3,94,0,1
2021/12/25,18,98,73,93,5,42,11,0.86,969.7,1026.2,9.1,97,0,0.9
2021/12/25,19,94,70,91,5,41,7,0.86,970.7,1027.3,8.9,99,0,0.9
2021/12/25,20,89,66,85,5,38,9,0.87,971.7,1028.3,8.7,98,0,1
2021/12/25,21,83,61,78,5,33,11,0.82,972.4,1029.1,8.4,98,0,1.2
2021/12/25,22,74,54,68,5,27,17,0.81,972.8,1029.6,7.7,98,0,1
2021/12/25,23,60,43,52,5,25,22,0.79,973.5,1030.3,7,100,0,1.1
2021/12/26,0,44,31,38,5,21,31,0.75,973.8,1030.6,6.5,100,0,1.2
2021/12/26,1,34,24,29,4,18,38,0.7,974.1,1031,5.8,100,0,1
2021/12/26,2,29,20,24,4,15,43,0.72,974.4,1031.4,5.4,99,0,1.2
2021/12/26,3,26,18,22,4,13,44,0.73,975.1,1032.2,5.2,96,0,1
2021/12/26,4,26,18,24,4,12,45,0.78,975.4,1032.5,5.2,88,0,0.9
2021/12/26,5,26,18,22,4,12,45,0.8,975.7,1032.8,5.2,87,0,1.1
2021/12/26,6,27,19,24,4,13,45,0.79,976.2,1033.4,5.2,84,0,0.8
2021/12/26,7,29,20,25,4,13,47,0.78,977.2,1034.4,5.2,77,0,0.8
2021/12/26,8,30,21,25,4,15,48,0.75,978.3,1035.6,5,81,0,0.7
2021/12/26,9,30,21,27,4,18,44,0.75,979.1,1036.5,4.8,90,0,1.2
2021/12/26,10,34,24,29,4,22,38,0.79,980,1037.6,4.8,95,0,1.4
2021/12/26,11,36,25,32,5,24,36,0.82,980.5,1038.2,4.7,91,0,1.3
2021/12/26,12,34,24,30,4,24,38,0.78,980.2,1037.9,4.5,90,0,1.1
2021/12/26,13,34,24,34,5,23,41,0.74,979.2,1036.9,4.6,76,0,1.4
2021/12/26,14,33,23,29,5,22,44,0.71,978.3,1036,5.2,75,0,1.8
2021/12/26,15,34,24,31,5,23,44,0.71,977.5,1035.1,5.2,71,0,1.9
2021/12/26,16,36,25,31,5,22,46,0.71,977.5,1035.2,5,74,0,1.7
2021/12/26,17,37,26,33,5,22,46,0.72,977.7,1035.4,4.7,78,0,1
2021/12/26,18,37,26,34,5,24,44,0.75,978.1,1035.9,4.4,81,0,1
2021/12/26,19,39,27,35,4,28,38,0.76,978.8,1036.6,4.3,81,0,1.2
2021/12/26,20,40,28,36,4,29,36,0.77,979.2,1037.1,4.3,82,0,1.3
2021/12/26,21,41,29,37,5,28,35,0.76,979.2,1037.1,4.2,81,0,1.2
2021/12/26,22,40,28,36,5,28,34,0.78,979.3,1037.2,4.2,84,0,1.2
2021/12/26,23,41,29,36,5,30,30,0.79,979.1,1037,3.9,92,0,0.9
2021/12/27,0,41,29,36,5,29,30,0.75,978.6,1036.5,4,87,0,0.9
2021/12/27,1,41,29,35,5,23,35,0.75,977.9,1035.8,3.7,97,0,0.7
2021/12/27,2,41,29,34,5,18,41,0.73,977.3,1035.1,3.7,89,0,1
2021/12/27,3,41,29,35,6,17,41,0.72,977.2,1035,3.6,92,0,1.2
2021/12/27,4,43,30,36,5,17,40,0.72,977,1034.8,3.6,95,0,1.3
2021/12/27,5,44,31,39,5,16,39,0.71,976.4,1034.2,3.5,88,0,1.2
2021/12/27,6,47,33,40,5,16,38,0.71,976.3,1034.1,3.5,83,0,1.4
2021/12/27,7,49,34,43,5,18,35,0.72,976.4,1034.3,3.4,79,0,1.2
2021/12/27,8,50,35,43,5,19,33,0.75,977,1034.9,3.3,81,0,2
2021/12/27,9,53,37,46,4,24,27,0.75,977.4,1035.3,3.3,83,0,1.8
2021/12/27,10,56,40,50,4,28,20,0.8,978,1036,3.4,86,0,2.4
2021/12/27,11,56,40,51,4,30,19,0.8,978,1036,3.5,83,0,1.7
2021/12/27,12,56,40,51,4,30,19,0.81,977.2,1035.1,3.8,81,0,1.5
2021/12/27,13,56,40,51,4,31,20,0.81,975.6,1033.4,4.4,74,0,1.7
2021/12/27,14,54,38,48,4,29,23,0.78,974.1,1031.7,5,71,0,1.8
2021/12/27,15,50,35,42,4,28,26,0.78,973.4,1031,5,71,0,2.1
2021/12/27,16,47,33,40,4,30,26,0.78,973.1,1030.7,4.7,74,0,1.8
2021/12/27,17,43,30,36,4,30,28,0.78,973.3,1031,4.4,77,0,1.7
2021/12/27,18,37,26,34,4,30,26,0.79,973.4,1031.1,4.3,76,0,0.8
2021/12/27,19,39,27,36,4,33,22,0.79,973.9,1031.6,4.2,82,0,0.8
2021/12/27,20,40,28,35,4,33,18,0.83,974.4,1032.2,4.1,84,0,0.6
2021/12/27,21,39,27,36,4,34,15,0.83,974.7,1032.5,3.8,92,0,0.6
2021/12/27,22,39,27,36,4,36,12,0.83,974.8,1032.6,3.6,95,0,0.7
2021/12/27,23,39,27,36,4,37,9,0.82,974.7,1032.5,3.5,97,0,1
2021/12/28,0,40,28,36,4,36,10,0.81,974.5,1032.3,3.5,97,0,1.1
2021/12/28,1,40,28,37,4,33,11,0.79,974.1,1031.8,3.4,97,0,1.6
2021/12/28,2,40,28,37,4,30,12,0.79,973.6,1031.2,3.3,98,0,1.5
2021/12/28,3,40,28,37,4,27,13,0.77,973.3,1030.9,3.5,97,0,1.6
2021/12/28,4,41,29,40,4,26,14,0.75,972.9,1030.5,3.4,95,0,1.6
2021/12/28,5,43,30,40,4,23,15,0.76,972.4,1030,3.2,97,0,1
2021/12/28,6,43,30,40,4,21,17,0.75,972.3,1029.9,3.3,96,0,1.3
2021/12/28,7,43,30,38,4,22,16,0.76,972.7,1030.4,3.3,93,0,0.9
2021/12/28,8,41,29,37,4,24,14,0.76,972.8,1030.5,3.3,93,0,1.6
2021/12/28,9,40,28,36,4,28,10,0.8,973.3,1031,3.5,93,0,1.5
2021/12/28,10,40,28,36,4,30,8,0.83,973.8,1031.5,3.8,89,0,1.3
2021/12/28,11,40,28,37,4,29,10,0.82,973.9,1031.6,4.3,87,0,1.3
2021/12/28,12,41,29,39,4,28,12,0.82,972.7,1030.3,4.8,84,0,2
2021/12/28,13,41,29,39,4,27,13,0.83,971.5,1029,4.9,80,0,2.6
2021/12/28,14,40,28,37,4,25,17,0.83,970.3,1027.7,5.3,80,0,3
2021/12/28,15,43,30,39,4,27,19,0.84,969.7,1027,5.8,74,0,3.3
2021/12/28,16,46,32,42,4,31,18,0.84,969.6,1026.9,5.8,76,0,2.3
2021/12/28,17,47,33,45,4,34,15,0.87,970.1,1027.5,5.6,74,0,1.3
2021/12/28,18,50,35,48,4,39,10,0.88,970.9,1028.3,5.5,77,0,1.2
2021/12/28,19,50,35,50,4,42,7,0.89,971.9,1029.4,5.2,89,0,1.1
2021/12/28,20,55,39,53,4,44,5,1,973.2,1030.8,4.9,96,0,1
2021/12/28,21,58,41,57,4,45,4,0.96,973.8,1031.5,4.2,98,0,1.5
2021/12/28,22,58,41,60,4,45,3,1.02,974.6,1032.4,3.3,100,0,0.9
2021/12/28,23,59,42,61,5,43,2,1.07,974.9,1032.8,2.4,100,0,1.1
2021/12/29,0,60,43,62,5,41,2,1.04,974.8,1032.7,1.2,100,0,1.1
2021/12/29,1,60,43,61,5,40,2,1.02,974.9,1032.9,0.5,100,0,0.7
2021/12/29,2,58,41,58,4,37,3,0.96,974.2,1032.2,-0.1,100,0,1.3
2021/12/29,3,59,42,59,5,35,4,0.96,974.2,1032.2,-0.8,100,0,0.7
2021/12/29,4,61,44,61,5,33,3,0.94,974.2,1032.2,-1,100,0,0.9
2021/12/29,5,61,44,60,5,32,4,0.92,973.6,1031.6,-1.2,100,0,1.1
2021/12/29,6,63,45,60,4,29,4,0.9,973.8,1031.9,-1,100,0,1.4
2021/12/29,7,63,45,61,4,27,3,0.93,974.3,1032.4,-0.7,100,0,1.4
2021/12/29,8,64,46,62,5,27,3,0.94,975.3,1033.4,-0.4,100,0,0.7
2021/12/29,9,65,47,64,5,28,2,1.11,976.3,1034.6,-0.4,100,0,2.6
2021/12/29,10,70,51,68,5,29,3,1.31,977.4,1035.7,0.6,100,0,2.6
2021/12/29,11,79,58,76,5,32,4,1.25,977.8,1036.1,1.7,100,0,2.2
2021/12/29,12,90,67,85,6,36,11,1.11,977,1035.2,3.8,100,0,2.2
2021/12/29,13,95,71,90,5,35,26,0.97,975.7,1033.5,7.3,74,0,2.8
2021/12/29,14,91,68,86,5,35,43,0.94,974.2,1031.9,8.4,63,0,2.7
2021/12/29,17,88,65,80,5,35,57,0.9,973.4,1031,9.7,50,0,2.4
2021/12/29,18,79,58,72,5,34,67,0.75,974,1031.7,8.5,56,0,2.1
2021/12/29,19,80,59,74,5,40,57,0.79,974.3,1032.4,5.4,76,0,2.7
2021/12/29,20,81,60,77,5,52,39,0.93,974.9,1033.2,3.3,95,0,3.7
2021/12/29,21,88,65,84,5,62,26,1.02,975.2,1033.6,2.3,100,0,4.2
2021/12/29,22,88,65,85,4,60,21,1.09,975.5,1033.9,1.8,100,0,4.1
2021/12/29,23,81,60,79,4,59,18,1.08,975.7,1034,1.7,100,0,4.3
2021/12/30,0,81,60,77,5,57,16,1.05,975.7,1033.6,2.8,100,0,4.5
2021/12/30,1,80,59,76,5,57,11,1.04,975.4,1032.9,3.3,100,0,4.9
2021/12/30,2,80,59,74,4,54,10,0.95,974.9,1032.3,3.2,100,0,5.2
2021/12/30,3,76,56,71,5,49,13,0.92,974.6,1031.8,4,99,0,5.5
2021/12/30,4,74,54,66,4,37,15,0.82,974.5,1031.6,4,98,0,5.6
2021/12/30,5,74,54,64,5,34,14,0.77,974.3,1031.4,3.9,100,0,5.7
2021/12/30,6,74,54,66,5,28,19,0.77,974.3,1031.6,3.5,100,0,4.8
2021/12/30,7,75,55,66,5,28,19,0.78,975.1,1032.8,3.5,100,0,4.9
2021/12/30,9,75,55,65,5,27,17,0.8,976.4,1034.5,2.9,100,0,3.8
2021/12/30,10,73,53,69,5,39,10,1,976.9,1034.9,4.7,99,0,2
2021/12/30,11,75,55,71,5,38,14,1.02,977.5,1035.4,6.1,83,0,2.1
2021/12/30,12,74,54,68,6,36,23,0.93,976.8,1034.5,6.7,78,0,2.8
2021/12/30,13,78,57,71,6,40,20,0.96,975.3,1032.7,8.2,67,0,2.5
2021/12/30,14,79,58,73,6,39,26,0.87,974,1031.3,8.6,67,0,3.5
2021/12/30,15,83,61,77,6,41,29,0.83,973.4,1030.6,8.6,63,0,4.5
2021/12/30,16,83,61,79,5,40,36,0.85,973.2,1030.3,8.8,63,0,4.5
2021/12/30,17,86,64,81,5,42,36,0.85,973.2,1030.4,8.6,62,0,4.7
2021/12/30,18,90,67,85,5,50,30,0.85,973.4,1030.7,8.1,71,0,3.7
2021/12/30,19,95,71,89,5,54,24,0.84,974,1031.5,6,86,0,2.9
2021/12/30,20,103,77,96,5,64,16,0.88,974.4,1032,5.5,93,0,2.1
2021/12/30,21,104,78,97,5,65,10,0.9,974.9,1032.6,5.3,99,0,1.5
2021/12/30,22,101,76,97,5,60,12,0.88,975.2,1032.8,5,100,0,1.1
2021/12/30,23,101,76,99,5,55,13,0.86,974.9,1032.4,4,100,0,0.9
2021/12/31,0,105,79,102,5,52,13,0.85,974.5,1031.9,4.3,100,0,0.8
2021/12/31,1,106,80,102,5,50,11,0.85,974.1,1031.3,4.4,100,0,1
2021/12/31,2,106,80,100,5,48,10,0.85,974,1031.1,4.6,100,0,1
2021/12/31,3,103,77,94,5,45,13,0.82,973.8,1030.9,4.8,100,0,1.3
2021/12/31,4,95,71,86,5,39,18,0.76,973.7,1030.8,4.7,100,0,1.1
2021/12/31,5,86,64,76,5,33,22,0.73,973.3,1030.4,4.8,100,0,0.9
2021/12/31,6,84,62,73,5,31,20,0.7,973.4,1030.5,4.9,100,0,0.9
2021/12/31,7,81,60,71,5,30,22,0.7,973.6,1031,4.8,100,0,1.4
2021/12/31,8,81,60,70,5,32,19,0.71,974,1031.4,4.9,100,0,2
2021/12/31,9,81,60,71,5,36,14,0.75,974.2,1031.6,5.1,100,0,2.3
2021/12/31,10,78,57,68,5,37,14,0.8,974.7,1032.1,5.8,92,0,2.6
2021/12/31,11,83,61,73,5,37,16,0.86,975,1032.4,7.1,80,0,2.9
2021/12/31,12,81,60,76,5,37,23,0.83,974.1,1031.3,7.9,73,0,3.7
2021/12/31,13,83,61,81,6,38,32,0.84,972.6,1029.7,8,71,0,3.3
2021/12/31,14,90,67,86,5,38,40,0.82,971.6,1028.6,8.5,69,0,3.4
2021/12/31,15,93,69,89,5,38,43,0.76,971.2,1028.1,8.7,62,0,3.9
2021/12/31,16,91,68,86,5,35,48,0.72,971,1027.9,9,60,0,3.2
2021/12/31,17,90,67,85,5,35,50,0.72,971.3,1028.2,8.9,63,0,2.4
2021/12/31,18,86,64,82,5,33,54,0.69,972.1,1029.1,8.4,67,0,2.6
2021/12/31,19,88,65,83,5,39,47,0.7,972.8,1030.1,6.5,86,0,1.8
2021/12/31,20,90,67,85,4,49,32,0.8,973.8,1031.2,5.9,96,0,1.4
